Date,Shrub,Subspecies,Ploidy,Sub.Cyto,Population,E,A,R,A.R,gsw,PhiPS2,Fv.Fm,WUE,WUEi,RWC,SLA,Kbm,Kbms,Kbml,Ypd,Ymd,Max.Height,LA.SA,long,lat,elev,mat,map,gsp,mtcm,mmin,mtwm,mmax,sday,fday,ffp,dd5,gsdd5,d100,dd0,mmindd0,smrpb,smrsprpb,sprp,smrp,winp,Distance
7.11.19,161,T,2,T2,UTT2,1.586798028,5.228191249,5.125207283,1.02009362,0.039010882,0.331328496,0.829365639,3.29480574,134.0187918,0.58490566,84.73529412,85.50032636,3053.540798,0.142561179,-1.983,-2.862,123,214.1916061,-109.3876,38.306,1820,9.8,305,163,-4.8,-10.5,24.4,33,128,282,154,2671,2280,107,441,1196,1.63,1.52,46,70,80,975.7172
7.11.19,162,T,2,T2,ORT2,0.17084359,0.561329255,4.836369573,0.116064177,0.003330148,0.204833264,0.819862729,3.285632522,168.5598304,0.5463803,129.7234043,117.1048452,291.3846566,0.054313063,-1.708,-2.898,132,53.64909308,-119.2076,45.7589,223,11.5,239,80,1,-3,22.8,31.6,109,289,176,2795,2377,76,118,483,0.57,0.45,38,17,121,938.0565
7.11.19,164,T,4,T4,NM'T2,,3.021092716,5.560990017,0.543265265,,0.196654413,0.82974393,,,0.55,109.1643836,7.839152804,403.0814261,0.068363375,-4.321,,131,58.96160424,-107.1478,35.7572,1979,9.9,265,170,-2.3,-9.8,22.2,31.2,140,277,136,2516,1943,98,290,1270,2.86,3.32,28,93,54,1142.3759
7.25.19,169,T,4,T4,WA'T2,1.241659603,2.42865561,5.225360279,0.464782423,0.02726739,0.130964067,0.822801368,1.955975377,89.0681378,0.5523645,114.8479532,45.04352023,20.39071104,0.023762898,-2.23,-3.14,148,8.580902527,-119.2371,46.9488,312,10.3,195,67,-1.8,-5.8,21.9,30.9,122,281,160,2566,2136,91,261,754,0.6,0.53,30,16,97,704.8941
7.25.19,170,T,2,T2,CAT2,2.897493338,8.535015803,7.329143063,1.164531205,0.067272042,0.30294364,0.826385577,2.945655023,126.8731490,0.547826087,93.7202381,5.804272718,3.550294296,0.005616279,-1.81,-2.94,125,6.321434683,-118.5704,37.7973,1974,8.9,250,89,-1.2,-8.5,20.5,29.6,152,269,123,2134,1553,105,253,1199,1.17,1.07,30,32,125,1314.8804
7.25.19,173,T,2,T2,UTT1,1.527306159,4.468345864,,,0.032085076,0.309058988,0.828046045,2.925638607,139.2655530,0.540997706,93.12173913,18.11679054,151.2898311,0.020774093,-2.47,-3.64,152,72.82620279,-112.5087,37.9933,2106,7,351,189,-3.9,-11.7,19.4,29.1,162,258,96,1804,1197,123,493,1801,1.55,1.46,57,83,100,1971.199
7.25.19,178,T,2,T2,IDT1,1.130106884,4.486682124,6.330213983,0.708772584,0.024011437,0.245468666,0.798586138,3.97013963,186.8560411,0.49328215,99.20967742,22.02688852,133.6151923,0.028197183,-2.68,-3.58,109,47.38600822,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136,137.9272
7.25.19,184,T,2,T2,UTT3,1.421825327,5.222447311,,,0.03317224,0.234343205,0.787618556,3.673058294,157.4342693,0.674006445,127.4848485,24.03802426,222.7552873,0.019507928,-2.58,-3.91,116,114.1870549,-112.2642,37.0402,1618,11.6,291,137,0.1,-7.2,24.1,33.6,129,285,156,2892,2329,89,155,948,2.11,1.97,35,69,107,781.1353
7.25.19,187,T,2,T2,ORT1,1.912260004,7.965489171,,,0.047982978,0.28232677,0.824744138,4.165484378,166.0065620,0.525734133,128.2027972,205.5547507,135.8011218,0.112660741,-2.48,-3.59,128,12.05398801,-117.1854,42.9745,1349,8,331,138,-2.9,-8.9,20.2,31,163,255,91,1977,1235,111,369,1369,0.5,0.46,61,28,136,1286.2478
7.25.19,190,T,4,T4,NM'T1,1.428283216,5.935432639,6.570206053,0.903386072,0.031793912,0.238762048,0.820779506,4.155641242,186.6845664,0.547953391,129.8467153,82.27113386,57.47743141,0.020001758,-2.69,-3.47,133,28.73618946,-107.2257,35.9802,2122,8.4,274,170,-3.8,-11.6,20.9,30.1,150,268,119,2171,1602,110,422,1576,2.86,3.32,28,93,60,1561.848
7.25.19,194,T,2,T2,UTT1,0.525766637,1.725767199,5.547041121,0.31111491,0.011496661,0.2537373,0.834946065,3.282382482,150.1102983,0.577843055,82.1754386,37.94078748,225.342574,0.020179489,-1.72,-3.7,84,111.6691157,-112.5087,37.9933,2106,7,351,189,-3.9,-11.7,19.4,29.1,162,258,96,1804,1197,123,493,1801,1.55,1.46,57,83,100,1971.199
7.25.19,195,T,2,T2,WAT1,0.500436606,2.716244712,5.830775436,0.465846223,0.011414308,0.259410555,0.828910924,5.427749846,237.9684005,0.53544694,80.21929825,31.36701627,179.0049786,0.023909249,-1.94,-2.95,127,74.86850641,-118.2278,46.7419,329,11.2,287,93,-0.1,-3.6,22.8,31.8,118,288,169,2741,2309,82,164,532,0.55,0.43,44,19,144,784.8387
7.25.19,197,T,2,T2,WAT1,0.863237326,4.491823361,5.418905016,0.828917161,0.020446836,0.202835638,0.823024469,5.203462854,219.6830518,0.504464286,102.5337423,26.24614261,33.29296102,0.043511045,-2.29,-2.81,147,7.651611376,-118.2278,46.7419,329,11.2,287,93,-0.1,-3.6,22.8,31.8,118,288,169,2741,2309,82,164,532,0.55,0.43,44,19,144,784.8387
7.25.19,198,T,2,T2,ORT1,2.20526639,11.46860765,6.0254649,1.903356479,0.054858865,0.350174277,0.830139748,5.20055432,209.0565969,0.476366074,70.30232558,36.37978556,494.2964411,0.073973561,-2.04,-3.63,123,66.82069022,-117.1854,42.9745,1349,8,331,138,-2.9,-8.9,20.2,31,163,255,91,1977,1235,111,369,1369,0.5,0.46,61,28,136,1286.2478
7.25.19,199,T,2,T2,IDT3,1.541097947,8.808713378,6.130175191,1.436943171,0.036977854,0.253435107,0.826080097,5.715868608,238.2159181,0.716740304,123.2109375,17.46458307,38.82798629,0.025926606,-2.1,-2.45,106,14.97611626,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151,1234.6707
7.25.19,200,T,2,T2,COT1,1.621960328,8.52217768,5.481060225,1.554841095,0.03895421,0.251105042,0.82870741,5.254245455,218.7742374,,86.15,27.0734975,218.3857313,0.011404052,-2.36,-3.89,101,191.4983617,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127,1624.8098
7.25.19,201,T,4,T4,NM'T2,,1.594968931,5.567269253,0.286490353,,0.190577726,0.823881912,,,0.668045216,87,58.59654661,158.5129918,0.088924405,-2.3,-3.71,122,17.82558932,-107.1478,35.7572,1979,9.9,265,170,-2.3,-9.8,22.2,31.2,140,277,136,2516,1943,98,290,1270,2.86,3.32,28,93,54,1142.3759
7.25.19,203,T,4,T4,NM'T1,0.120663006,4.138839677,5.600670201,0.738990072,0.002622337,0.224403275,0.795161513,,,0.461090686,66.00724638,127.7741463,208.0003819,0.146980182,-2.66,-2.55,127,14.15159368,-107.2257,35.9802,2122,8.4,274,170,-3.8,-11.6,20.9,30.1,150,268,119,2171,1602,110,422,1576,2.86,3.32,28,93,60,1561.848
7.25.19,204,T,4,T4,NM'T2,0.575444378,4.074032699,5.153418087,0.790549618,0.011866802,0.291136412,0.819343188,7.07980276,343.3134335,0.565071369,90.17721519,212.6532507,129.135853,0.280176152,-2.54,-2.84,120,4.609095105,-107.1478,35.7572,1979,9.9,265,170,-2.3,-9.8,22.2,31.2,140,277,136,2516,1943,98,290,1270,2.86,3.32,28,93,54,1142.3759
7.25.19,208,T,2,T2,ORT1,1.827923013,8.871654226,5.910806404,1.50092113,0.037814955,0.275523627,0.837089886,4.853406933,234.6070260,0.444476744,105.8205128,190.1782823,115.8419417,0.070945265,-2.64,-3.93,134,16.32835419,-117.1854,42.9745,1349,8,331,138,-2.9,-8.9,20.2,31,163,255,91,1977,1235,111,369,1369,0.5,0.46,61,28,136,1286.2478
7.25.19,211,T,4,T4,AZ'T1,,1.365947862,5.499086864,0.248395396,,0.147799561,0.784042496,,,0.462823529,94.62385321,129.9119545,203.5999713,0.126018156,-2.42,-3.71,95,16.15639985,-111.7729,35.9174,1898,10.2,288,154,-0.7,-8,22.1,31.4,139,279,138,2507,1947,96,219,1151,3.16,2.93,30,88,84,1020.5019
7.25.19,215,T,2,T2,NVT2,1.468312904,5.309161768,5.690881969,0.932924246,0.030582298,0.235750801,0.808024281,3.615824496,173.6024469,0.758019802,108.9756098,60.93050035,83.18281471,0.043707384,-2.73,-4.72,146,19.03175326,-115.3921,38.7971,1797,7.8,249,134,-3.7,-11.6,20.3,31.1,159,257,97,1989,1300,116,436,1695,1,0.98,47,46,70,1607.8642
7.25.19,218,T,2,T2,IDT1,,7.389588898,5.435446117,1.35951838,,0.296728042,0.837855657,,,0.490852065,94.6196319,25.23863894,30.04918109,0.023886519,-2.65,-3.72,162,12.57997488,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136,137.9272
7.25.19,225,T,2,T2,CAT1,1.844308123,6.671065523,6.177818242,1.079841663,0.050004324,0.18950407,0.837146897,3.617110091,133.4097723,0.678571429,113.0170455,97.50301212,399.3280852,0.059926961,-2.21,-3.84,151,66.63579794,-119.9194,40.5414,1213,10.2,191,69,-1.1,-7.5,22.4,33.2,137,269,129,2514,1896,94,230,1074,0.5,0.43,30,13,93,453.2102
7.25.19,226,T,2,T2,COT1,1.827526775,6.685861317,5.348202246,1.250113778,0.049153502,0.169549007,0.823826522,3.658420444,136.0200400,0.62700661,98.6173913,82.5973291,135.0527009,0.02080631,-2.37,-3.56,119,64.90949134,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127,1624.8098
7.25.19,228,T,4,T4,AZ'T1,1.924945161,7.475538485,5.64992682,1.323121294,0.050548227,0.127394352,0.8283304,3.883507247,147.8892317,0.57912844,95.37956204,40.87682423,58.20886221,0.082502655,-3.13,-3.32,109,7.055392592,-111.7729,35.9174,1898,10.2,288,154,-0.7,-8,22.1,31.4,139,279,138,2507,1947,96,219,1151,3.16,2.93,30,88,84,1020.5019
7.25.19,231,W,4,W4,ID'W3,0.411701335,2.048642749,5.1755402,0.395831676,0.009991154,0.101282602,0.81008759,4.976041069,205.0456650,0.534787124,65.472,7.334656126,99.80132663,0.042749334,-2.45,-2.91,81,23.3457032,-116.8531,43.4657,870,10,256,112,-2,-6.8,22.1,32.3,130,269,133,2471,1923,94,269,929,0.51,0.45,49,22,101,290.2145
7.25.19,232,W,4,W4,CO'W1,2.265807879,8.552249731,5.886879596,1.452764507,0.057704697,0.177241238,0.835972811,3.774481415,148.2071692,0.453054101,102.2722513,38.72421974,91.28612937,0.050634486,-3,-3.26,95,18.02844985,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127,1624.8098
7.25.19,241,T,2,T2,CAT1,3.552793826,8.581073715,5.669911299,1.513440557,0.096302224,0.182689835,0.834306426,2.415303036,89.1056649,0.512953368,78.90588235,90.53988736,55.12767399,0.069567916,-1.45,-3.7,120,7.924295744,-119.9194,40.5414,1213,10.2,191,69,-1.1,-7.5,22.4,33.2,137,269,129,2514,1896,94,230,1074,0.5,0.43,30,13,93,453.2102
7.25.19,242,T,2,T2,UTT3,1.37546503,6.317155723,6.661874412,0.948255,0.034552628,0.175640906,0.825119052,4.59274179,182.8270717,0.480647208,63.04878049,232.0843756,192.5670097,0.110324053,-2.18,-2.71,96,17.45467146,-112.2642,37.0402,1618,11.6,291,137,0.1,-7.2,24.1,33.6,129,285,156,2892,2329,89,155,948,2.11,1.97,35,69,107,781.1353
7.25.19,246,T,2,T2,COT1,2.33079798,8.242459013,5.192085072,1.587504615,0.060088797,0.201303609,0.809528349,3.536324935,137.1713097,0.513333333,101.8484848,63.91619876,1133.883898,0.112473941,-1.65,-3.32,122,100.8130318,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127,1624.8098
7.25.19,248,T,2,T2,ORT2,1.047959778,3.970836366,5.151168162,0.770861335,0.02551619,0.112650916,0.828833725,3.789111422,155.6202714,0.438046492,118.4175824,10.63070665,324.2819275,0.008587966,-2.12,-2.99,138,377.6003878,-119.2076,45.7589,223,11.5,239,80,1,-3,22.8,31.6,109,289,176,2795,2377,76,118,483,0.57,0.45,38,17,121,938.0565
7.25.19,252,W,4,W4,CO'W1,1.445362807,3.038804319,6.128158464,0.49587561,0.03564253,0.126667034,0.841648601,2.102450889,85.2578170,0.574086379,122.3962264,14.90734568,77.46955355,0.030204312,-1.6,-1.2,59,25.64850786,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127,1624.8098
7.25.19,257,T,2,T2,UTT1,2.571220047,8.659311925,6.450352402,1.342455634,0.065059884,0.160810111,0.831004932,3.367783296,133.0975610,0.545768307,112.3619048,6.140715368,90.48179058,0.002661346,-1.95,-3.19,125,339.9850972,-112.5087,37.9933,2106,7,351,189,-3.9,-11.7,19.4,29.1,162,258,96,1804,1197,123,493,1801,1.55,1.46,57,83,100,1971.199
7.25.19,258,T,4,T4,NM'T1,1.165771537,4.955991904,6.204859606,0.798727484,0.027939452,0.159084961,0.81532207,4.251254853,177.3832901,0.458610272,62.69607843,223.7346983,277.012261,0.083898021,-2.12,-2.28,132,33.01773483,-107.2257,35.9802,2122,8.4,274,170,-3.8,-11.6,20.9,30.1,150,268,119,2171,1602,110,422,1576,2.86,3.32,28,93,60,1561.848
7.25.19,260,T,4,T4,NM'T2,0.877259859,3.325717727,5.504832294,0.604145149,0.020780027,0.19013611,0.818928584,3.791029182,160.0439546,0.459877155,84.18181818,44.88717598,192.7470486,0.03838732,-2.2,-3.31,112,50.21112376,-107.1478,35.7572,1979,9.9,265,170,-2.3,-9.8,22.2,31.2,140,277,136,2516,1943,98,290,1270,2.86,3.32,28,93,54,1142.3759
7.25.19,262,W,4,W4,ID'W1,3.231711407,9.121074662,5.424528114,1.681450344,0.081703521,0.177730534,0.808348287,2.822366701,111.6362490,0.634868421,98.44230769,48.44061642,40.44924554,0.151571696,-2.17,-3.15,107,2.668654278,-115.6528,43.0931,963,10.1,287,104,-1.9,-6.8,23.1,33.2,131,274,142,2551,2049,97,283,948,0.58,0.49,43,21,139,150.4501
7.25.19,263,T,2,T2,WAT1,3.260664859,9.867565004,7.158852552,1.378372432,0.077601335,0.189763405,0.831768975,3.026243245,127.1571557,0.538627899,98.50961538,172.2005355,199.1873971,0.083481031,-1.55,-2.67,139,23.86019864,-118.2278,46.7419,329,11.2,287,93,-0.1,-3.6,22.8,31.8,118,288,169,2741,2309,82,164,532,0.55,0.43,44,19,144,784.8387
7.25.19,268,T,4,T4,WA'T2,3.848673421,13.75731828,5.478000546,2.511375851,0.088005402,0.194065231,0.821008542,3.574561095,156.3235667,0.466016992,62.20338983,88.19974339,163.0746012,0.113431053,-2.61,-4.12,86,14.37653943,-119.2371,46.9488,312,10.3,195,67,-1.8,-5.8,21.9,30.9,122,281,160,2566,2136,91,261,754,0.6,0.53,30,16,97,704.8941
7.25.19,269,T,2,T2,IDT1,2.343169677,9.135101443,5.847599971,1.562196711,0.051968534,0.244134765,0.829826742,3.898608595,175.7813974,0.636363636,95.44520548,94.72831656,54.97172894,0.045807643,-2.7,-3.77,128,12.00055837,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136,137.9272
7.25.19,272,W,4,W4,UT'W1,2.216139129,5.961037649,4.453929846,1.338377086,0.045030748,0.224218099,0.818342006,2.689830062,132.3770506,0.44180031,104.5916667,104.7983698,162.3585076,0.054461657,-2.94,-4.2,85,29.81152549,-109.4352,38.3279,1797,10,296,159,-4.9,-10.5,24.9,33.4,125,283,158,2747,2378,106,437,1166,1.56,1.48,46,68,76,976.235
7.25.19,273,T,2,T2,IDT2,2.390131464,6.985445478,6.384360059,1.094149674,0.047625434,0.259988318,0.845247206,2.922619773,146.6746839,0.430232558,115.6885246,24.02952748,16.77092165,0.007716128,-2.39,-3.4,134,21.73489332,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150,114.6881
7.25.19,274,T,2,T2,CAT2,3.570413098,7.138231722,6.611857116,1.079610705,0.0738025,0.19751106,0.823690152,1.999273341,96.7207310,0.494065282,89.73737374,57.16444584,26.59970909,0.025662914,-1.84,-3.14,148,10.36503846,-118.5704,37.7973,1974,8.9,250,89,-1.2,-8.5,20.5,29.6,152,269,123,2134,1553,105,253,1199,1.17,1.07,30,32,125,1314.8804
7.25.19,276,T,2,T2,WAT1,4.239500406,11.35725194,7.129699725,1.592949547,0.085386113,0.214215798,0.832596184,2.678912809,133.0105270,0.535523547,117.5180723,239.6726556,144.5445893,0.052460779,-1.95,-2.45,130,27.55288663,-118.2278,46.7419,329,11.2,287,93,-0.1,-3.6,22.8,31.8,118,288,169,2741,2309,82,164,532,0.55,0.43,44,19,144,784.8387